STATION,Station_name,DATE,LATITUDE,LONGITUDE,ELEVATION,temperature,dew_point_temperature,station_level_pressure,wind_direction,wind_speed,relative_humidity,pres_wx_MW1,pres_wx_MW2,pres_wx_MW3,visibility,hour,month,day_of_year,dew_point_depression
INM00043335,PALAKKAD,1946-05-23 12:00:00,10.7667,76.65,97.0,31.1,24.4,,270.0,2.6,68.0,,,,50.0,12,5,143,6.700000000000003
INM00043335,PALAKKAD,1946-05-24 02:00:00,10.7667,76.65,97.0,27.8,24.4,,270.0,4.6,,,,,,2,5,144,3.400000000000002
INM00043335,PALAKKAD,1946-05-24 03:00:00,10.7667,76.65,97.0,27.8,24.4,,270.0,4.6,82.0,,,,50.0,3,5,144,3.400000000000002
INM00043335,PALAKKAD,1946-05-24 11:00:00,10.7667,76.65,97.0,28.3,22.8,,270.0,4.6,,,,,,11,5,144,5.5
INM00043335,PALAKKAD,1946-05-24 12:00:00,10.7667,76.65,97.0,28.3,22.8,,270.0,4.6,72.0,,,,50.0,12,5,144,5.5
INM00043335,PALAKKAD,1946-05-25 02:00:00,10.7667,76.65,97.0,26.1,23.9,,270.0,2.6,,,,,,2,5,145,2.200000000000003
INM00043335,PALAKKAD,1946-05-25 03:00:00,10.7667,76.65,97.0,26.1,23.9,,270.0,2.6,88.0,,,,50.0,3,5,145,2.200000000000003
INM00043335,PALAKKAD,1946-05-25 11:00:00,10.7667,76.65,97.0,32.8,21.7,,290.0,19.0,,,,,,11,5,145,11.099999999999998
INM00043335,PALAKKAD,1946-05-25 12:00:00,10.7667,76.65,97.0,32.8,21.7,,290.0,19.0,52.0,,,,50.0,12,5,145,11.099999999999998
INM00043335,PALAKKAD,1946-05-26 02:00:00,10.7667,76.65,97.0,27.8,22.8,,270.0,4.6,,,,,,2,5,146,5.0
INM00043335,PALAKKAD,1946-05-26 03:00:00,10.7667,76.65,97.0,27.8,22.8,,270.0,4.6,74.0,FG:40,,,20.0,3,5,146,5.0
INM00043335,PALAKKAD,1946-05-26 11:00:00,10.7667,76.65,97.0,32.8,22.8,,270.0,2.6,,,,,,11,5,146,9.999999999999996
INM00043335,PALAKKAD,1946-05-26 12:00:00,10.7667,76.65,97.0,32.8,22.8,,270.0,2.6,56.0,,,,50.0,12,5,146,9.999999999999996
INM00043335,PALAKKAD,1946-05-27 11:00:00,10.7667,76.65,97.0,27.2,23.3,,270.0,1.0,,,,,,11,5,147,3.8999999999999986
INM00043335,PALAKKAD,1946-05-27 12:00:00,10.7667,76.65,97.0,27.2,23.3,,270.0,1.0,79.0,,,,50.0,12,5,147,3.8999999999999986
INM00043335,PALAKKAD,1946-05-28 02:00:00,10.7667,76.65,97.0,28.9,23.3,,270.0,2.6,,,,,,2,5,148,5.599999999999998
INM00043335,PALAKKAD,1946-05-28 03:00:00,10.7667,76.65,97.0,28.9,23.3,,270.0,2.6,72.0,,,,50.0,3,5,148,5.599999999999998
INM00043335,PALAKKAD,1946-05-28 11:00:00,10.7667,76.65,97.0,25.6,25.0,,290.0,2.6,,,,,,11,5,148,0.6000000000000014
INM00043335,PALAKKAD,1946-05-28 12:00:00,10.7667,76.65,97.0,25.6,25.0,,290.0,2.6,97.0,,,,50.0,12,5,148,0.6000000000000014
INM00043335,PALAKKAD,1946-05-29 02:00:00,10.7667,76.65,97.0,26.1,22.8,,270.0,4.6,,,,,,2,5,149,3.3000000000000007
INM00043335,PALAKKAD,1946-05-29 03:00:00,10.7667,76.65,97.0,26.1,22.8,,270.0,4.6,82.0,,,,50.0,3,5,149,3.3000000000000007
INM00043335,PALAKKAD,1946-05-29 11:00:00,10.7667,76.65,97.0,31.7,22.8,,250.0,2.6,,,,,,11,5,149,8.899999999999999
INM00043335,PALAKKAD,1946-05-29 12:00:00,10.7667,76.65,97.0,31.7,22.8,,250.0,2.6,59.0,,,,50.0,12,5,149,8.899999999999999
INM00043335,PALAKKAD,1946-05-30 02:00:00,10.7667,76.65,97.0,27.2,22.2,,270.0,2.6,,,,,,2,5,150,5.0
INM00043335,PALAKKAD,1946-05-30 03:00:00,10.7667,76.65,97.0,27.2,22.2,,270.0,2.6,74.0,,,,50.0,3,5,150,5.0
INM00043335,PALAKKAD,1946-05-30 11:00:00,10.7667,76.65,97.0,30.6,21.7,,250.0,6.7,,,,,,11,5,150,8.900000000000002
INM00043335,PALAKKAD,1946-05-30 12:00:00,10.7667,76.65,97.0,30.6,21.7,,250.0,6.7,59.0,,,,50.0,12,5,150,8.900000000000002
INM00043335,PALAKKAD,1946-05-31 02:00:00,10.7667,76.65,97.0,27.8,22.8,,270.0,2.6,,,,,,2,5,151,5.0
INM00043335,PALAKKAD,1946-05-31 03:00:00,10.7667,76.65,97.0,27.8,22.8,,270.0,2.6,74.0,,,,50.0,3,5,151,5.0
INM00043335,PALAKKAD,1946-05-31 11:00:00,10.7667,76.65,97.0,26.7,20.6,,230.0,4.6,,,,,,11,5,151,6.099999999999998
INM00043335,PALAKKAD,1946-05-31 12:00:00,10.7667,76.65,97.0,26.7,20.6,,230.0,4.6,69.0,,,,50.0,12,5,151,6.099999999999998
INM00043335,PALAKKAD,1946-06-01 02:00:00,10.7667,76.65,97.0,26.7,21.7,,270.0,6.7,,,,,,2,6,152,5.0
INM00043335,PALAKKAD,1946-06-01 03:00:00,10.7667,76.65,97.0,26.7,21.7,,270.0,6.7,74.0,,,,20.0,3,6,152,5.0
INM00043335,PALAKKAD,1946-06-01 11:00:00,10.7667,76.65,97.0,32.8,20.6,,270.0,4.6,,,,,,11,6,152,12.199999999999996
INM00043335,PALAKKAD,1946-06-01 12:00:00,10.7667,76.65,97.0,32.8,20.6,,270.0,4.6,49.0,,,,50.0,12,6,152,12.199999999999996
INM00043335,PALAKKAD,1946-06-02 02:00:00,10.7667,76.65,97.0,30.0,20.6,,270.0,2.6,,,,,,2,6,153,9.399999999999999
INM00043335,PALAKKAD,1946-06-02 03:00:00,10.7667,76.65,97.0,30.0,20.6,,270.0,2.6,57.0,,,,50.0,3,6,153,9.399999999999999
INM00043335,PALAKKAD,1946-06-02 11:00:00,10.7667,76.65,97.0,28.3,24.4,,290.0,2.6,,,,,,11,6,153,3.900000000000002
INM00043335,PALAKKAD,1946-06-02 12:00:00,10.7667,76.65,97.0,28.3,24.4,,290.0,2.6,79.0,,,,50.0,12,6,153,3.900000000000002
INM00043335,PALAKKAD,1946-06-03 02:00:00,10.7667,76.65,97.0,23.3,22.8,,290.0,4.6,,,,,,2,6,154,0.5
INM00043335,PALAKKAD,1946-06-03 03:00:00,10.7667,76.65,97.0,23.3,22.8,,290.0,4.6,97.0,,,,20.0,3,6,154,0.5
INM00043335,PALAKKAD,1946-06-03 11:00:00,10.7667,76.65,97.0,28.3,22.8,,290.0,4.6,,,,,,11,6,154,5.5
INM00043335,PALAKKAD,1946-06-03 12:00:00,10.7667,76.65,97.0,28.3,22.8,,290.0,4.6,72.0,FG:40,,,50.0,12,6,154,5.5
INM00043335,PALAKKAD,1946-06-04 02:00:00,10.7667,76.65,97.0,26.1,23.3,,290.0,2.6,,,,,,2,6,155,2.8000000000000007
INM00043335,PALAKKAD,1946-06-04 03:00:00,10.7667,76.65,97.0,26.1,23.3,,290.0,2.6,85.0,,,,50.0,3,6,155,2.8000000000000007
INM00043335,PALAKKAD,1946-06-04 11:00:00,10.7667,76.65,97.0,23.9,22.2,,290.0,4.6,,,,,,11,6,155,1.6999999999999993
INM00043335,PALAKKAD,1946-06-04 12:00:00,10.7667,76.65,97.0,23.9,22.2,,290.0,4.6,90.0,DZ:51,,,10.0,12,6,155,1.6999999999999993
INM00043335,PALAKKAD,1946-06-05 11:00:00,10.7667,76.65,97.0,28.9,23.3,,270.0,6.7,,,,,,11,6,156,5.599999999999998
INM00043335,PALAKKAD,1946-06-05 12:00:00,10.7667,76.65,97.0,28.9,23.3,,270.0,6.7,72.0,,,,20.0,12,6,156,5.599999999999998
INM00043335,PALAKKAD,1946-06-06 11:00:00,10.7667,76.65,97.0,28.3,22.8,,250.0,2.6,,,,,,11,6,157,5.5
INM00043335,PALAKKAD,1946-06-06 12:00:00,10.7667,76.65,97.0,28.3,22.8,,250.0,2.6,72.0,,,,50.0,12,6,157,5.5
INM00043335,PALAKKAD,1946-06-07 02:00:00,10.7667,76.65,97.0,25.0,23.3,,270.0,2.6,,,,,,2,6,158,1.6999999999999993
INM00043335,PALAKKAD,1946-06-07 03:00:00,10.7667,76.65,97.0,25.0,23.3,,270.0,2.6,90.0,,,,50.0,3,6,158,1.6999999999999993
INM00043335,PALAKKAD,1946-06-07 11:00:00,10.7667,76.65,97.0,25.6,22.8,,250.0,4.6,,,,,,11,6,158,2.8000000000000007
INM00043335,PALAKKAD,1946-06-07 12:00:00,10.7667,76.65,97.0,25.6,22.8,,250.0,4.6,85.0,,,,50.0,12,6,158,2.8000000000000007
INM00043335,PALAKKAD,1946-06-08 02:00:00,10.7667,76.65,97.0,23.9,23.3,,270.0,2.6,,,,,,2,6,159,0.5999999999999979
INM00043335,PALAKKAD,1946-06-08 03:00:00,10.7667,76.65,97.0,23.9,23.3,,270.0,2.6,96.0,20,,,20.0,3,6,159,0.5999999999999979
INM00043335,PALAKKAD,1946-06-08 11:00:00,10.7667,76.65,97.0,27.2,22.8,,270.0,4.6,,,,,,11,6,159,4.399999999999999
INM00043335,PALAKKAD,1946-06-08 12:00:00,10.7667,76.65,97.0,27.2,22.8,,270.0,4.6,77.0,,,,50.0,12,6,159,4.399999999999999
INM00043335,PALAKKAD,1946-06-09 11:00:00,10.7667,76.65,97.0,24.4,23.9,,270.0,2.6,,,,,,11,6,160,0.5
INM00043335,PALAKKAD,1946-06-09 12:00:00,10.7667,76.65,97.0,24.4,23.9,,270.0,2.6,97.0,20,,,50.0,12,6,160,0.5
INM00043335,PALAKKAD,1946-06-10 02:00:00,10.7667,76.65,97.0,,22.8,,290.0,2.6,,,,,,2,6,161,
INM00043335,PALAKKAD,1946-06-10 03:00:00,10.7667,76.65,97.0,,,,290.0,2.6,,,,,,3,6,161,
INM00043335,PALAKKAD,1946-06-10 11:00:00,10.7667,76.65,97.0,30.6,23.9,,270.0,4.6,,,,,,11,6,161,6.700000000000003
INM00043335,PALAKKAD,1946-06-10 12:00:00,10.7667,76.65,97.0,30.6,23.9,,270.0,4.6,67.0,,,,50.0,12,6,161,6.700000000000003
INM00043335,PALAKKAD,1946-06-11 02:00:00,10.7667,76.65,97.0,25.0,22.8,,270.0,2.6,,,,,,2,6,162,2.1999999999999993
INM00043335,PALAKKAD,1946-06-11 03:00:00,10.7667,76.65,97.0,25.0,22.8,,270.0,2.6,88.0,,,,50.0,3,6,162,2.1999999999999993
INM00043335,PALAKKAD,1946-06-11 11:00:00,10.7667,76.65,97.0,30.0,23.3,,270.0,4.6,,,,,,11,6,162,6.699999999999999
INM00043335,PALAKKAD,1946-06-11 12:00:00,10.7667,76.65,97.0,30.0,23.3,,270.0,4.6,67.0,,,,50.0,12,6,162,6.699999999999999
INM00043335,PALAKKAD,1946-06-12 02:00:00,10.7667,76.65,97.0,35.6,23.9,,270.0,4.6,,,,,,2,6,163,11.700000000000003
INM00043335,PALAKKAD,1946-06-12 03:00:00,10.7667,76.65,97.0,35.6,23.9,,270.0,4.6,51.0,20,,,10.0,3,6,163,11.700000000000003
INM00043335,PALAKKAD,1946-06-12 11:00:00,10.7667,76.65,97.0,24.4,23.9,,270.0,2.6,,,,,,11,6,163,0.5
INM00043335,PALAKKAD,1946-06-12 12:00:00,10.7667,76.65,97.0,24.4,23.9,,270.0,2.6,97.0,DZ:50,,,20.0,12,6,163,0.5
INM00043335,PALAKKAD,1946-06-13 02:00:00,10.7667,76.65,97.0,23.9,23.3,,270.0,2.6,,,,,,2,6,164,0.5999999999999979
INM00043335,PALAKKAD,1946-06-13 03:00:00,10.7667,76.65,97.0,23.9,23.3,,270.0,2.6,96.0,,,,50.0,3,6,164,0.5999999999999979
INM00043335,PALAKKAD,1946-06-13 11:00:00,10.7667,76.65,97.0,23.3,22.8,,270.0,2.6,,,,,,11,6,164,0.5
INM00043335,PALAKKAD,1946-06-13 12:00:00,10.7667,76.65,97.0,23.3,22.8,,270.0,2.6,97.0,DZ:50,,,50.0,12,6,164,0.5
INM00043335,PALAKKAD,1946-06-14 02:00:00,10.7667,76.65,97.0,22.2,21.7,,70.0,2.6,,,,,,2,6,165,0.5
INM00043335,PALAKKAD,1946-06-14 03:00:00,10.7667,76.65,97.0,22.2,21.7,,70.0,2.6,97.0,,,,50.0,3,6,165,0.5
INM00043335,PALAKKAD,1946-06-14 11:00:00,10.7667,76.65,97.0,27.2,22.8,,250.0,2.6,,,,,,11,6,165,4.399999999999999
INM00043335,PALAKKAD,1946-06-14 12:00:00,10.7667,76.65,97.0,27.2,22.8,,250.0,2.6,77.0,,,,20.0,12,6,165,4.399999999999999
INM00043335,PALAKKAD,1946-06-15 02:00:00,10.7667,76.65,97.0,24.4,23.3,,270.0,2.6,,,,,,2,6,166,1.0999999999999979
INM00043335,PALAKKAD,1946-06-15 03:00:00,10.7667,76.65,97.0,24.4,23.3,,270.0,2.6,94.0,21,,,50.0,3,6,166,1.0999999999999979
INM00043335,PALAKKAD,1946-06-15 11:00:00,10.7667,76.65,97.0,26.7,22.8,,270.0,2.6,,,,,,11,6,166,3.8999999999999986
INM00043335,PALAKKAD,1946-06-15 12:00:00,10.7667,76.65,97.0,26.7,22.8,,270.0,2.6,79.0,,,,50.0,12,6,166,3.8999999999999986
INM00043335,PALAKKAD,1946-06-16 02:00:00,10.7667,76.65,97.0,23.3,22.8,,270.0,2.6,,,,,,2,6,167,0.5
INM00043335,PALAKKAD,1946-06-16 03:00:00,10.7667,76.65,97.0,23.3,22.8,,270.0,2.6,97.0,20,,,10.0,3,6,167,0.5
INM00043335,PALAKKAD,1946-06-16 11:00:00,10.7667,76.65,97.0,23.3,22.8,,270.0,2.6,,,,,,11,6,167,0.5
INM00043335,PALAKKAD,1946-06-16 12:00:00,10.7667,76.65,97.0,23.3,22.8,,270.0,2.6,97.0,DZ:51,,,4.0,12,6,167,0.5
INM00043335,PALAKKAD,1946-06-18 02:00:00,10.7667,76.65,97.0,22.8,22.2,,250.0,2.6,,,,,,2,6,169,0.6000000000000014
INM00043335,PALAKKAD,1946-06-18 03:00:00,10.7667,76.65,97.0,22.8,22.2,,250.0,2.6,96.0,DZ:55,,,2.0,3,6,169,0.6000000000000014
INM00043335,PALAKKAD,1946-06-18 11:00:00,10.7667,76.65,97.0,24.4,23.3,,270.0,2.6,,,,,,11,6,169,1.0999999999999979
INM00043335,PALAKKAD,1946-06-18 12:00:00,10.7667,76.65,97.0,24.4,23.3,,270.0,2.6,94.0,,,,50.0,12,6,169,1.0999999999999979
INM00043335,PALAKKAD,1946-06-19 11:00:00,10.7667,76.65,97.0,23.9,22.8,,250.0,2.6,,,,,,11,6,170,1.0999999999999979
INM00043335,PALAKKAD,1946-06-19 12:00:00,10.7667,76.65,97.0,23.9,22.8,,250.0,2.6,94.0,20,,,20.0,12,6,170,1.0999999999999979
INM00043335,PALAKKAD,1946-06-20 11:00:00,10.7667,76.65,97.0,28.9,23.3,,270.0,4.6,,,,,,11,6,171,5.599999999999998
INM00043335,PALAKKAD,1946-06-20 12:00:00,10.7667,76.65,97.0,28.9,23.3,,270.0,4.6,72.0,,,,20.0,12,6,171,5.599999999999998
INM00043335,PALAKKAD,1946-06-21 02:00:00,10.7667,76.65,97.0,,24.4,,250.0,4.6,,,,,,2,6,172,
INM00043335,PALAKKAD,1946-06-21 03:00:00,10.7667,76.65,97.0,,,,250.0,4.6,,,,,20.0,3,6,172,
INM00043335,PALAKKAD,1946-06-21 11:00:00,10.7667,76.65,97.0,28.9,23.3,,270.0,6.7,,,,,,11,6,172,5.599999999999998
INM00043335,PALAKKAD,1946-06-21 12:00:00,10.7667,76.65,97.0,28.9,23.3,,270.0,6.7,72.0,,,,20.0,12,6,172,5.599999999999998
INM00043335,PALAKKAD,1946-06-22 02:00:00,10.7667,76.65,97.0,26.7,24.4,,270.0,2.6,,,,,,2,6,173,2.3000000000000007
INM00043335,PALAKKAD,1946-06-22 03:00:00,10.7667,76.65,97.0,26.7,24.4,,270.0,2.6,87.0,,,,10.0,3,6,173,2.3000000000000007
INM00043335,PALAKKAD,1946-06-22 11:00:00,10.7667,76.65,97.0,,23.3,,270.0,6.7,,,,,,11,6,173,
INM00043335,PALAKKAD,1946-06-22 12:00:00,10.7667,76.65,97.0,,,,270.0,6.7,,,,,50.0,12,6,173,
INM00043335,PALAKKAD,1946-06-23 02:00:00,10.7667,76.65,97.0,23.9,22.8,,270.0,2.6,,,,,,2,6,174,1.0999999999999979
INM00043335,PALAKKAD,1946-06-23 03:00:00,10.7667,76.65,97.0,23.9,22.8,,270.0,2.6,94.0,20,,,20.0,3,6,174,1.0999999999999979
INM00043335,PALAKKAD,1946-06-23 11:00:00,10.7667,76.65,97.0,25.6,22.8,,290.0,4.6,,,,,,11,6,174,2.8000000000000007
INM00043335,PALAKKAD,1946-06-23 12:00:00,10.7667,76.65,97.0,25.6,22.8,,290.0,4.6,85.0,,,,20.0,12,6,174,2.8000000000000007
INM00043335,PALAKKAD,1946-06-24 11:00:00,10.7667,76.65,97.0,24.4,23.9,,270.0,2.6,,,,,,11,6,175,0.5
INM00043335,PALAKKAD,1946-06-24 12:00:00,10.7667,76.65,97.0,24.4,23.9,,270.0,2.6,97.0,,,,50.0,12,6,175,0.5
INM00043335,PALAKKAD,1946-06-25 02:00:00,10.7667,76.65,97.0,23.3,22.8,,250.0,2.6,,,,,,2,6,176,0.5
INM00043335,PALAKKAD,1946-06-25 03:00:00,10.7667,76.65,97.0,23.3,22.8,,250.0,2.6,97.0,DZ:51,,,2.0,3,6,176,0.5
INM00043335,PALAKKAD,1946-06-25 11:00:00,10.7667,76.65,97.0,22.8,22.2,,250.0,2.6,,,,,,11,6,176,0.6000000000000014
INM00043335,PALAKKAD,1946-06-25 12:00:00,10.7667,76.65,97.0,22.8,22.2,,250.0,2.6,96.0,DZ:51,,,2.0,12,6,176,0.6000000000000014
INM00043335,PALAKKAD,1946-06-26 02:00:00,10.7667,76.65,97.0,23.9,22.8,,270.0,2.6,,,,,,2,6,177,1.0999999999999979
INM00043335,PALAKKAD,1946-06-26 03:00:00,10.7667,76.65,97.0,23.9,22.8,,270.0,2.6,94.0,,,,50.0,3,6,177,1.0999999999999979
INM00043335,PALAKKAD,1946-06-26 11:00:00,10.7667,76.65,97.0,24.4,23.9,,270.0,2.6,,,,,,11,6,177,0.5
INM00043335,PALAKKAD,1946-06-26 12:00:00,10.7667,76.65,97.0,24.4,23.9,,270.0,2.6,97.0,,,,20.0,12,6,177,0.5
INM00043335,PALAKKAD,1946-06-27 02:00:00,10.7667,76.65,97.0,25.0,23.9,,270.0,2.6,,,,,,2,6,178,1.1000000000000014
INM00043335,PALAKKAD,1946-06-27 03:00:00,10.7667,76.65,97.0,25.0,23.9,,270.0,2.6,94.0,,,,4.0,3,6,178,1.1000000000000014
INM00043335,PALAKKAD,1946-06-27 11:00:00,10.7667,76.65,97.0,27.2,24.4,,270.0,4.6,,,,,,11,6,178,2.8000000000000007
INM00043335,PALAKKAD,1946-06-27 12:00:00,10.7667,76.65,97.0,27.2,24.4,,270.0,4.6,85.0,21,,,10.0,12,6,178,2.8000000000000007
INM00043335,PALAKKAD,1946-06-28 11:00:00,10.7667,76.65,97.0,24.4,23.3,,250.0,4.6,,,,,,11,6,179,1.0999999999999979
INM00043335,PALAKKAD,1946-06-28 12:00:00,10.7667,76.65,97.0,24.4,23.3,,250.0,4.6,94.0,21,,,10.0,12,6,179,1.0999999999999979
INM00043335,PALAKKAD,1946-06-29 02:00:00,10.7667,76.65,97.0,22.2,21.7,,290.0,2.6,,,,,,2,6,180,0.5
INM00043335,PALAKKAD,1946-06-29 03:00:00,10.7667,76.65,97.0,22.2,21.7,,290.0,2.6,97.0,DZ:51,,,4.0,3,6,180,0.5
INM00043335,PALAKKAD,1946-06-29 11:00:00,10.7667,76.65,97.0,25.6,22.8,,250.0,4.6,,,,,,11,6,180,2.8000000000000007
INM00043335,PALAKKAD,1946-06-29 12:00:00,10.7667,76.65,97.0,25.6,22.8,,250.0,4.6,85.0,,,,10.0,12,6,180,2.8000000000000007
INM00043335,PALAKKAD,1946-06-30 02:00:00,10.7667,76.65,97.0,22.8,21.7,,270.0,2.6,,,,,,2,6,181,1.1000000000000014
INM00043335,PALAKKAD,1946-06-30 03:00:00,10.7667,76.65,97.0,22.8,21.7,,270.0,2.6,94.0,20,,,50.0,3,6,181,1.1000000000000014
INM00043335,PALAKKAD,1946-06-30 11:00:00,10.7667,76.65,97.0,23.3,22.8,,270.0,2.6,,,,,,11,6,181,0.5
INM00043335,PALAKKAD,1946-06-30 12:00:00,10.7667,76.65,97.0,23.3,22.8,,270.0,2.6,97.0,DZ:51,,,20.0,12,6,181,0.5
INM00043335,PALAKKAD,1946-07-01 02:00:00,10.7667,76.65,97.0,23.3,22.2,,270.0,2.6,,,,,,2,7,182,1.1000000000000014
INM00043335,PALAKKAD,1946-07-01 03:00:00,10.7667,76.65,97.0,23.3,22.2,,270.0,2.6,94.0,21,,,20.0,3,7,182,1.1000000000000014
INM00043335,PALAKKAD,1946-07-01 11:00:00,10.7667,76.65,97.0,25.6,23.3,,270.0,2.6,,,,,,11,7,182,2.3000000000000007
INM00043335,PALAKKAD,1946-07-01 12:00:00,10.7667,76.65,97.0,25.6,23.3,,270.0,2.6,87.0,,,,50.0,12,7,182,2.3000000000000007
INM00043335,PALAKKAD,1946-07-02 11:00:00,10.7667,76.65,97.0,27.8,23.9,,270.0,6.7,,,,,,11,7,183,3.900000000000002
INM00043335,PALAKKAD,1946-07-02 12:00:00,10.7667,76.65,97.0,27.8,23.9,,270.0,6.7,79.0,,,,20.0,12,7,183,3.900000000000002
INM00043335,PALAKKAD,1946-07-03 02:00:00,10.7667,76.65,97.0,22.8,21.7,,270.0,2.6,,,,,,2,7,184,1.1000000000000014
INM00043335,PALAKKAD,1946-07-03 03:00:00,10.7667,76.65,97.0,22.8,21.7,,270.0,2.6,94.0,20,,,20.0,3,7,184,1.1000000000000014
INM00043335,PALAKKAD,1946-07-05 02:00:00,10.7667,76.65,97.0,23.9,22.8,,270.0,2.6,,,,,,2,7,186,1.0999999999999979
INM00043335,PALAKKAD,1946-07-05 03:00:00,10.7667,76.65,97.0,23.9,22.8,,270.0,2.6,94.0,,,,20.0,3,7,186,1.0999999999999979
INM00043335,PALAKKAD,1946-07-05 11:00:00,10.7667,76.65,97.0,27.2,23.9,,250.0,6.7,,,,,,11,7,186,3.3000000000000007
INM00043335,PALAKKAD,1946-07-05 12:00:00,10.7667,76.65,97.0,27.2,23.9,,250.0,6.7,82.0,21,,,20.0,12,7,186,3.3000000000000007
INM00043335,PALAKKAD,1946-07-06 02:00:00,10.7667,76.65,97.0,24.4,22.8,,250.0,2.6,,,,,,2,7,187,1.5999999999999979
INM00043335,PALAKKAD,1946-07-06 03:00:00,10.7667,76.65,97.0,24.4,22.8,,250.0,2.6,91.0,,,,20.0,3,7,187,1.5999999999999979
INM00043335,PALAKKAD,1946-07-07 11:00:00,10.7667,76.65,97.0,27.8,23.3,,290.0,4.6,,,,,,11,7,188,4.5
INM00043335,PALAKKAD,1946-07-07 12:00:00,10.7667,76.65,97.0,27.8,23.3,,290.0,4.6,77.0,,,,50.0,12,7,188,4.5
INM00043335,PALAKKAD,1946-07-08 02:00:00,10.7667,76.65,97.0,23.9,22.8,,290.0,2.6,,,,,,2,7,189,1.0999999999999979
INM00043335,PALAKKAD,1946-07-08 03:00:00,10.7667,76.65,97.0,23.9,22.8,,290.0,2.6,94.0,,,,50.0,3,7,189,1.0999999999999979
INM00043335,PALAKKAD,1946-07-09 11:00:00,10.7667,76.65,97.0,27.2,23.3,,250.0,6.7,,,,,,11,7,190,3.8999999999999986
INM00043335,PALAKKAD,1946-07-09 12:00:00,10.7667,76.65,97.0,27.2,23.3,,250.0,6.7,79.0,,,,50.0,12,7,190,3.8999999999999986
INM00043335,PALAKKAD,1946-07-10 11:00:00,10.7667,76.65,97.0,27.8,23.9,,250.0,4.6,,,,,,11,7,191,3.900000000000002
INM00043335,PALAKKAD,1946-07-10 12:00:00,10.7667,76.65,97.0,27.8,23.9,,250.0,4.6,79.0,,,,50.0,12,7,191,3.900000000000002
INM00043335,PALAKKAD,1946-07-11 02:00:00,10.7667,76.65,97.0,26.1,23.9,,270.0,2.6,,,,,,2,7,192,2.200000000000003
INM00043335,PALAKKAD,1946-07-11 03:00:00,10.7667,76.65,97.0,26.1,23.9,,270.0,2.6,88.0,,,,10.0,3,7,192,2.200000000000003
INM00043335,PALAKKAD,1946-07-11 11:00:00,10.7667,76.65,97.0,28.9,23.3,,270.0,4.6,,,,,,11,7,192,5.599999999999998
INM00043335,PALAKKAD,1946-07-11 12:00:00,10.7667,76.65,97.0,28.9,23.3,,270.0,4.6,72.0,,,,50.0,12,7,192,5.599999999999998
INM00043335,PALAKKAD,1946-07-12 02:00:00,10.7667,76.65,97.0,25.6,23.3,,250.0,2.6,,,,,,2,7,193,2.3000000000000007
INM00043335,PALAKKAD,1946-07-12 03:00:00,10.7667,76.65,97.0,25.6,23.3,,250.0,2.6,87.0,,,,20.0,3,7,193,2.3000000000000007
INM00043335,PALAKKAD,1946-07-12 11:00:00,10.7667,76.65,97.0,26.7,22.8,,250.0,4.6,,,,,,11,7,193,3.8999999999999986
INM00043335,PALAKKAD,1946-07-12 12:00:00,10.7667,76.65,97.0,26.7,22.8,,250.0,4.6,79.0,20,,,50.0,12,7,193,3.8999999999999986
INM00043335,PALAKKAD,1946-07-13 02:00:00,10.7667,76.65,97.0,23.3,21.1,,250.0,4.6,,,,,,2,7,194,2.1999999999999993
INM00043335,PALAKKAD,1946-07-13 03:00:00,10.7667,76.65,97.0,23.3,21.1,,250.0,4.6,88.0,,,,20.0,3,7,194,2.1999999999999993
INM00043335,PALAKKAD,1946-07-13 11:00:00,10.7667,76.65,97.0,23.9,22.2,,270.0,4.6,,,,,,11,7,194,1.6999999999999993
INM00043335,PALAKKAD,1946-07-13 12:00:00,10.7667,76.65,97.0,23.9,22.2,,270.0,4.6,90.0,,,,50.0,12,7,194,1.6999999999999993
INM00043335,PALAKKAD,1946-07-14 02:00:00,10.7667,76.65,97.0,23.3,21.7,,270.0,2.6,,,,,,2,7,195,1.6000000000000014
INM00043335,PALAKKAD,1946-07-14 03:00:00,10.7667,76.65,97.0,23.3,21.7,,270.0,2.6,91.0,,,,50.0,3,7,195,1.6000000000000014
INM00043335,PALAKKAD,1946-07-14 11:00:00,10.7667,76.65,97.0,24.4,23.3,,270.0,2.6,,,,,,11,7,195,1.0999999999999979
INM00043335,PALAKKAD,1946-07-14 12:00:00,10.7667,76.65,97.0,24.4,23.3,,270.0,2.6,94.0,,,,20.0,12,7,195,1.0999999999999979
INM00043335,PALAKKAD,1946-07-15 11:00:00,10.7667,76.65,97.0,28.9,21.7,,320.0,6.7,,,,,,11,7,196,7.199999999999999
INM00043335,PALAKKAD,1946-07-15 12:00:00,10.7667,76.65,97.0,28.9,21.7,,320.0,6.7,65.0,,,,50.0,12,7,196,7.199999999999999
INM00043335,PALAKKAD,1946-07-16 02:00:00,10.7667,76.65,97.0,23.9,22.2,,270.0,2.6,,,,,,2,7,197,1.6999999999999993
INM00043335,PALAKKAD,1946-07-16 03:00:00,10.7667,76.65,97.0,23.9,22.2,,270.0,2.6,90.0,,,,50.0,3,7,197,1.6999999999999993
INM00043335,PALAKKAD,1946-07-16 11:00:00,10.7667,76.65,97.0,25.6,23.3,,250.0,2.6,,,,,,11,7,197,2.3000000000000007
