GHCN_ID,LATITUDE,LONGITUDE,ELEVATION,STATE,NAME,GSN,(US)HCN_(US)CRN,WMO_ID,ICAO,ISO_CODE
INM00042062,32.2667,76.3833,1211.0,,DHARMSALA,,,42062,,IN
INM00042063,32.5833,77.0667,3348.0,,KYELONG,,,42063,,IN
INM00042065,32.2667,77.1667,2039.0,,MANALI,,,42065,,IN
INM00042074,31.3333,75.3333,229.0,,KAPURTHALA,,,42074,,IN
INM00042075,31.4667,75.5833,-999.9,,JULLUNDUR,,,42075,,IN
INM00042077,31.4667,76.2667,369.0,,UNA,,,42077,,IN
INM00042078,31.7167,76.9667,761.0,,MANDI,,,42078,,IN
INM00042079,31.5333,76.9,874.0,,SUNDERNAGAR,,,42079,,IN
INM00042080,31.25,76.6667,587.0,,BILASPUR,,,42080,,IN
INM00042081,31.8333,77.1667,1084.0,,BHUNTAR,,,42081,,IN
INM00042083,31.1,77.1667,2202.0,,SHIMLA,,,42083,,IN
INM00042096,30.9167,74.6667,200.0,,FEROZEPUR,,,42096,,IN
INM00042097,30.1667,74.5833,211.0,,BHATINDA,,,42097,,IN
INM00042101,30.3333,76.4667,251.0,,PATIALA,,,42101,,IN
INM00042104,30.4,76.7667,958.0,,NAHAN,,,42104,,IN
INM00042107,30.9,77.0167,1986.0,,DHARMPUR,,,42107,,IN
INM00042108,30.7333,78.45,1200.0,,UTTARKASHI,,,42108,,IN
INM00042110,30.15,78.7833,1845.0,,PAURI,,,42110,,IN
INM00042111,30.3167,78.0333,682.0,,DEHRADUN,,,42111,,IN
INM00042114,30.4,78.4833,770.0,,TEHRI,,,42114,,IN
INM00042116,30.55,79.5667,1875.0,,JOSHIMATH,,,42116,,IN
INM00042117,30.4,79.3333,1160.0,,CHAMOLI,,,42117,,IN
INM00042121,30.1167,80.25,3414.0,,MUNSYARI,,,42121,,IN
INM00042122,29.1667,73.1667,154.0,,ANUPGARH,,,42122,,IN
INM00042137,29.7,77.0333,249.0,,KARNAL,,,42137,,IN
INM00042139,29.0167,77.7167,222.0,,MEERUT,,,42139,,IN
INM00042140,29.85,77.8833,274.0,,ROORKEE,,,42140,,IN
INM00042143,29.6167,78.3833,270.0,,NAJIBABAD,,,42143,,IN
INM00042146,29.4,79.4667,1953.0,,NAINITAL,,,42146,,IN
INM00042147,29.4667,79.65,2311.0,,MUKTESHWAR KUMAON,,,42147,,IN
INM00042148,29.0333,79.4667,233.0,,PANTNAGAR,,,42148,,IN
INM00042151,29.85,80.5333,817.0,,DHARCHULA,,,42151,,IN
INM00042165,28.0,73.3,224.0,,BIKANER,,,42165,,IN
INM00042170,28.25,74.9167,291.0,,CHURU,,,42170,,IN
INM00042174,28.3333,75.5833,301.0,,PILANI,,,42174,,IN
INM00042177,28.0,76.0833,308.0,,NARNAUL,,,42177,,IN
INM00042178,28.4167,77.0,224.0,,GURGAON,,,42178,,IN
INM00042187,28.8333,78.75,202.0,,MORADABAD,,,42187,,IN
INM00042188,28.75,79.0,191.0,,RAMPUR,,,42188,,IN
INM00042190,28.6333,79.8,188.0,,PILIBHIT,,,42190,,IN
INM00042206,22.0667,88.0667,11.0,,HALDIA,,,42206,,IN
INM00042217,27.33,88.63,1322.0,,TADONG / EAST SIKKIM,,,42217,,IN
INM00042220,28.1,95.3833,157.0,,PASIGHAT,,,42220,,IN
INM00042237,27.1333,72.3667,234.0,,PHALODI,,,42237,,IN
INM00042249,27.6167,75.1333,433.0,,SIKAR,,,42249,,IN
INM00042257,27.5,77.6833,174.0,,MATHURA,,,42257,,IN
INM00042258,27.2167,77.5,176.0,,BHARATPUR,,,42258,,IN
INM00042261,27.1667,78.0333,169.0,,AGRA,,,,VIAG,IN
INM00042262,27.8833,78.0667,187.0,,ALIGARH,,,,VIAH,IN
INM00042265,27.2333,79.05,157.0,,MAINPURI,,,42265,,IN
INM00042266,27.8833,79.9,155.0,,SHAHJAHANPUR,,,42266,,IN
INM00042267,27.3,79.62,138.0,,FATEHGARH / FARRUKHABAD,,,42267,,IN
INM00042270,27.9,80.8,147.0,,KHERI,,,42270,,IN
INM00042271,27.3833,80.1667,142.0,,HARDOI,,,42271,,IN
INM00042274,27.1333,81.9667,110.0,,GONDA,,,42274,,IN
INM00042279,26.8,82.7333,89.0,,BASTI,,,42279,,IN
INM00042282,27.4333,83.4167,99.0,,NAUTANWA,,,42282,,IN
INM00042296,27.0667,88.4667,1209.0,,KALIMPONG,,,42296,,IN
INM00042299,27.3333,88.6167,1756.0,,GANGTOK,,,42299,,IN
INM00042305,27.4167,92.85,2484.0,,BOMDILA,,,42305,,IN
INM00042308,27.1,93.62,413.0,,ITANAGAR / PAPUMPARE,,,42308,,IN
INM00042311,26.9833,94.6333,97.0,,SIBSAGAR,,,42311,,IN
INM00042328,26.9,70.9167,231.0,,JAISALMER,,,42328,,IN
INM00042343,26.45,74.6167,486.0,,AJMER,,,42343,,IN
INM00042349,26.1667,75.75,272.0,,TONK,,,42349,,IN
INM00042353,26.1333,86.5833,49.0,,SUPAUL,,,42353,,IN
INM00042354,26.6667,77.8333,176.0,,DHOLPUR,,,42354,,IN
INM00042358,26.5667,78.8,168.0,,BHIND,,,42358,,IN
INM00042368,26.8667,80.9333,111.0,,LUCKNOW,,,42368,,IN
INM00042370,26.93,81.81,119.0,,BARABANKI / BARABANKI,,,42370,,IN
INM00042374,26.75,82.0833,102.0,,FAIZABAD,,,42374,,IN
INM00042375,26.25,82.0,97.0,,SULTANPUR,,,42375,,IN
INM00042381,26.05,83.2167,78.0,,AZAMGARH,,,42381,,IN
INM00042383,26.6667,84.9167,66.0,,MOTIHARI,,,42383,,IN
INM00042387,26.1167,85.4,53.0,,MUZAFFARPUR,,,42387,,IN
INM00042391,26.1667,85.9,49.0,,DARBHANGA,,,42391,,IN
INM00042395,26.3,87.2667,61.0,,FORBESGANJ,,,42395,,IN
INM00042397,26.6667,88.3667,123.0,,SILIGURI,,,42397,,IN
INM00042399,26.5333,88.7167,83.0,,JALPAIGURI,,,42399,,IN
INM00042407,26.1833,90.6333,38.0,,GOALPARA,,,42407,,IN
INM00042408,26.4333,91.6167,60.0,,RANGIA,,,42408,,IN
INM00042409,26.65,91.9167,65.0,,TANGLA,,,42409,,IN
INM00042413,26.75,92.35,120.0,,MAJBAT,,,42413,,IN
INM00042414,26.2,92.5167,66.0,,CHAPARMUKH,,,42414,,IN
INM00042420,26.5167,93.9833,95.0,,GOLAGHAT,,,42420,,IN
INM00042426,26.2667,94.8167,1608.0,,TUENSANG,,,42426,,IN
INM00042435,25.75,71.3833,194.0,,BARMER,,,42435,,IN
INM00042439,25.35,72.6167,168.0,,JALORE,,,42439,,IN
INM00042447,25.35,74.6333,425.0,,BHILWARA,,,42447,,IN
INM00042450,25.45,75.6333,267.0,,BUNDI,,,42450,,IN
INM00042456,25.6667,76.6833,235.0,,SHEOPUR,,,42456,,IN
INM00042459,25.3333,77.65,464.0,,SHIVPURI,,,42459,,IN
INM00042460,25.6667,78.4667,229.0,,DATIA,,,42460,,IN
INM00042467,25.0667,79.45,229.0,,NOWGONG,,,42467,,IN
INM00042468,25.9833,79.5,141.0,,ORAI,,,42468,,IN
INM00042469,25.95,80.15,109.0,,HAMIRPUR,,,42469,,IN
INM00042471,25.9333,80.8333,114.0,,FATEHPUR,,,42471,,IN
INM00042472,25.9,81.95,99.0,,PRATAPGARH,,,42472,,IN
INM00042473,25.4667,80.3667,121.0,,BANDA,,,42473,,IN
INM00042474,25.3,81.8,97.0,,ALLAHABAD (PBO),,,42474,,IN
INM00042477,25.75,82.6833,80.0,,JAUNPUR,,,42477,,IN
INM00042483,25.3,83.0167,90.0,,VARANASI,,,42483,,IN
INM00042484,25.75,84.1667,64.0,,BALLIA,,,42484,,IN
INM00042487,25.5667,84.6667,58.0,,ARRAH,,,42487,,IN
INM00042488,25.7833,84.7333,58.0,,CHAPRA,,,42488,,IN
INM00042498,25.2333,86.95,49.0,,BHAGALPUR,,,42498,,IN
INM00042499,25.2333,87.0667,37.0,,SABAUR,,,42499,,IN
INM00042511,25.5167,90.2333,370.0,,TURA,,,42511,,IN
INM00042522,25.1667,93.0167,682.0,,HAFLONG,,,42522,,IN
INM00042523,25.75,93.1833,149.0,,LUMDING,,,42523,,IN
INM00042527,25.6333,94.1667,1406.0,,KOHIMA,,,42527,,IN
INM00042539,24.2,72.2,136.0,,DEESA,,,,VADS,IN
INM00042540,24.6,72.7167,1195.0,,MOUNT ABU,,,42540,,IN
INM00042546,24.8833,74.6333,404.0,,CHITTORGARH,,,42546,,IN
INM00042552,24.9167,75.5833,351.0,,CHAMBAL/RAWAT BHATA,,,42552,,IN
INM00042555,24.5333,76.1667,321.0,,JHALAWAR,,,42555,,IN
INM00042557,24.0,76.7167,382.0,,RAJGARH,,,42557,,IN
INM00042562,24.7667,78.8333,345.0,,TIKAMGARH,,,42562,,IN
INM00042567,24.9833,79.9167,217.0,,KHAJURAHO,,,42567,,IN
INM00042577,24.4167,81.8667,272.0,,SIDHI,,,42577,,IN
INM00042588,24.9167,84.1833,107.0,,DEHRI,,,42588,,IN
INM00042595,24.9333,86.3,82.0,,JAMUI,,,42595,,IN
INM00042603,24.1333,88.2667,19.0,,BERHAMPORE,,,42603,,IN
INM00042618,24.3167,92.0,30.0,,KAILASHAHAR,,,42618,,IN
INM00042619,24.75,92.8,29.0,,SILCHAR,,,42619,,IN
INM00042631,23.25,68.85,21.0,,NALIYA,,,42631,,IN
INM00042638,23.15,70.1167,29.0,,KANDLA AERODROME,,,42638,,IN
INM00042639,23.0,70.2167,14.0,,NEW KANDLA,,,42639,,IN
INM00042651,23.8333,73.0333,219.0,,IDAR,,,42651,,IN
INM00042652,23.8333,73.6667,291.0,,DUNGARPUR,,,42652,,IN
INM00042654,23.2333,72.7167,82.0,,GANDHINAGAR,,,42654,,IN
INM00042655,23.55,74.45,220.0,,BANSWARA,,,42655,,IN
INM00042661,23.3167,75.05,486.0,,RATLAM,,,42661,,IN
INM00042662,23.1833,75.7833,489.0,,UJJAIN,,,42662,,IN
INM00042669,23.5333,77.8167,430.0,,VIDISHA,,,42669,,IN
INM00042671,23.85,78.75,551.0,,SAGAR,,,42671,,IN
INM00042672,23.3167,77.8333,440.0,,RAISEN,,,42672,,IN
INM00042674,23.8333,79.45,371.0,,DAMOH,,,42674,,IN
INM00042679,23.5333,80.8833,459.0,,UMARIA,,,42679,,IN
INM00042693,23.1667,83.25,611.0,,AMBIKAPUR,,,42693,,IN
INM00042699,23.9833,85.3667,611.0,,HAZARIBAGH,,,42699,,IN
INM00042705,23.3333,86.4167,255.0,,PURULIA,,,42705,,IN
INM00042706,23.3833,87.0833,100.0,,BANKURA,,,42706,,IN
INM00042708,23.65,87.7,59.0,,SHANTI NIKETAN,,,42708,,IN
INM00042709,23.2333,87.85,30.0,,BURDWAN,,,42709,,IN
INM00042711,23.4,88.5167,15.0,,KRISHNANAGAR,,,42711,,IN
INM00042715,22.0,80.7,581.0,,MALANJKHAND,,,42715,,IN
INM00042727,23.7333,92.7167,1097.0,,AIJAL,,,42727,,IN
INM00042729,22.8167,69.2667,9.0,,MANDVI,,,42729,,IN
INM00042730,22.4833,69.1167,7.0,,OKHA,,,42730,,IN
INM00042731,22.3667,69.0833,11.0,,DWARKA,,,42731,,IN
INM00042734,22.45,70.0833,14.0,,JAMNAGAR,,,42734,,IN
INM00042740,22.7333,71.6,74.0,,SURENDRANAGAR,,,42740,,IN
INM00042744,22.5667,72.9333,44.0,,VALLABH VIDYANAGAR,,,42744,,IN
INM00042747,22.3,73.25,34.0,,BARODA,,,42747,,IN
INM00042751,22.8333,74.2667,333.0,,DOHAD,,,42751,,IN
INM00042763,22.7667,77.7667,302.0,,HOSHANGABAD,,,42763,,IN
INM00042767,22.4667,78.4333,1075.0,,PACHMARHI,,,42767,,IN
INM00042768,22.1,79.0,685.0,,CHHINDWARA,,,42768,,IN
INM00042771,22.0833,79.55,619.0,,SEONI,,,42771,,IN
INM00042776,22.5833,80.3667,443.0,,MANDLA,,,42776,,IN
INM00042783,22.0333,82.7,245.0,,CHAMPA,,,42783,,IN
INM00042790,22.8833,84.1333,771.0,,JASHPURNAGAR,,,42790,,IN
INM00042792,22.1167,84.0333,240.0,,SUNDARGARH,,,42792,,IN
INM00042793,22.2167,84.8833,196.0,,ROURKELA,,,42793,,IN
INM00042795,22.55,85.8167,226.0,,CHAIBASA,,,42795,,IN
INM00042799,22.8167,86.1833,129.0,,JAMSHEDPUR,,,42799,,IN
INM00042803,22.4167,87.3167,45.0,,MIDNAPORE,,,42803,,IN
INM00042805,22.5,87.95,5.0,,ULUBERIA,,,42805,,IN
INM00042810,22.65,88.8667,4.0,,BASIRHAT,,,42810,,IN
INM00042811,22.1833,88.2,7.0,,DIAMOND HARBOUR,,,42811,,IN
INM00042812,22.25,88.6667,4.0,,CANNING,,,42812,,IN
INM00042830,21.65,69.6667,5.0,,PORBANDAR,,,42830,,IN
INM00042832,21.3167,70.3167,50.0,,KESHOD,,,42832,,IN
INM00042834,21.6,71.2167,115.0,,AMRELI,,,42834,,IN
INM00042838,21.75,72.2,5.0,,BHAUNAGAR,,,42838,,IN
INM00042841,21.7333,73.0,17.0,,BROACH,,,42841,,IN
INM00042846,21.3333,74.25,206.0,,NANDURBAR,,,42846,,IN
INM00042849,21.8167,75.6167,251.0,,KHARGONE,,,42849,,IN
INM00042851,21.05,75.5667,201.0,,JALGAON,,,42851,,IN
INM00042860,21.8667,77.9333,653.0,,BETUL,,,42860,,IN
INM00042866,21.15,79.1167,311.0,,NAGPUR (MAYO HOSPITAL),,,42866,,IN
INM00042874,21.2333,81.65,298.0,,PBO RAIPUR,,,42874,,IN
INM00042876,21.1833,81.2833,293.0,,DURG,,,42876,,IN
INM00042883,21.4667,83.9667,148.0,,SAMBALPUR,,,42883,,IN
INM00042884,21.8833,83.3833,220.0,,RAIGARH,,,42884,,IN
INM00042891,21.6167,85.5167,463.0,,KEONGJHARGARH,,,42891,,IN
INM00042894,21.9333,86.7667,54.0,,BARIPADA,,,42894,,IN
INM00042900,21.7833,87.75,11.0,,CONTAI,,,42900,,IN
INM00042901,21.6167,87.5,6.0,,DIGHA,,,42901,,IN
INM00042903,21.65,88.05,3.0,,SAGAR ISLAND,,,42903,,IN
INM00042915,20.6167,72.9333,15.0,,BULSAR,,,42915,,IN
INM00042916,20.4167,72.85,12.0,,DAMAN,,,42916,,IN
INM00042921,19.9667,73.8167,598.0,,NASIK CITY,,,42921,,IN
INM00042925,20.55,74.5333,437.0,,MALEGAON,,,42925,,IN
INM00042931,20.5333,76.2333,650.0,,BULDANA,,,42931,,IN
INM00042933,20.7,77.0333,282.0,,AKOLA,,,42933,,IN
INM00042937,20.9333,77.7833,370.0,,AMRAOTI,,,42937,,IN
INM00042939,20.6667,78.5833,283.0,,WARDHA,,,42939,,IN
INM00042943,20.4,78.15,451.0,,YEOTMAL,,,42943,,IN
INM00042946,20.6,79.85,229.0,,BRAMHAPURI,,,42946,,IN
INM00042948,21.1,81.0333,329.0,,RAJNANDGAON,,,42948,,IN
INM00042953,20.2667,81.4833,402.0,,KANKER,,,42953,,IN
INM00042961,20.3,83.3,211.0,,TITLAGARH,,,42961,,IN
INM00042963,20.7,83.5,190.0,,BOLANGIR,,,42963,,IN
INM00042969,20.8333,85.1,139.0,,ANGUL,,,42969,,IN
INM00042970,20.4667,85.9333,27.0,,CUTTACK,,,42970,,IN
INM00042973,20.7833,86.7333,6.0,,CHANDBALI,,,42973,,IN
INM00042976,20.3,86.6833,8.0,,PARADIP (C.W.R.),,,42976,,IN
INM00043001,19.9667,72.7167,5.0,,DAHANU,,,43001,,IN
INM00043005,19.15,72.0,12.0,,T B I A,,,43005,,IN
INM00043011,19.0,75.7167,519.0,,BIR,,,43011,,IN
INM00043012,19.8333,75.8,538.0,,JALNA,,,43012,,IN
INM00043017,19.1333,76.8333,422.0,,PARBHANI,,,43017,,IN
INM00043019,19.9167,77.5833,332.0,,PUSAD,,,43019,,IN
INM00043021,19.0833,77.3333,358.0,,NANDED,,,43021,,IN
INM00043022,19.75,78.0333,457.0,,PRIYADARSHINI,,,43022,,IN
INM00043025,19.65,78.5333,269.0,,ADILABAD,,,43025,,IN
INM00043029,19.9667,79.3,193.0,,CHANDRAPUR,,,43029,,IN
INM00043042,19.9167,83.1833,261.0,,BHAWANIPATNA,,,43042,,IN
INM00043053,19.8,85.8167,6.0,,PURI,,,43053,,IN
INM00043057,18.9,72.8167,11.0,,BOMBAY / COLABA,,,43057,,IN
INM00043058,18.6333,72.8667,7.0,,ALIBAG,,,43058,,IN
INM00043060,18.9833,73.2833,695.0,,MATHERAN,,,43060,,IN
INM00043061,18.7667,73.3667,539.0,,KHANDALA,,,43061,,IN
INM00043062,18.45,73.4,96.0,,BHIRA,,,43062,,IN
INM00043064,18.5833,73.9167,589.0,,PUNE / LOHOGAON AERODROME,,,43064,,IN
INM00043067,18.5333,73.85,560.0,,PASHAN CTI,,,43067,,IN
INM00043069,18.15,74.5833,551.0,,BARAMATI,,,43069,,IN
INM00043071,18.2,75.2,521.0,,JEUR,,,43071,,IN
INM00043076,18.0667,77.1167,639.0,,UDGIR,,,43076,,IN
INM00043081,18.6667,78.1,381.0,,NIZAMABAD,,,43081,,IN
INM00043083,18.05,78.2667,472.0,,MEDAK,,,43083,,IN
INM00043087,18.0167,79.5667,269.0,,HANAMKONDA,,,43087,,IN
INM00043093,18.5833,81.2333,1144.0,,BAILADILA,,,43093,,IN
INM00043097,18.8167,82.7167,913.0,,KORAPUT,,,43097,,IN
INM00043105,18.3333,84.1333,6.0,,KALINGAPATAM,,,43105,,IN
INM00043109,17.8167,73.1,20.0,,HARNAI,,,43109,,IN
INM00043111,17.9333,73.6667,1382.0,,MAHABALESHWAR,,,43111,,IN
INM00043113,17.5167,74.05,612.0,,SATARA,,,43113,,IN
INM00043121,17.35,76.85,458.0,,GULBARGA,,,43121,,IN
INM00043125,17.9167,77.5333,663.0,,BIDAR,,,43125,,IN
INM00043133,17.0,79.25,227.0,,NALGONDA,,,43133,,IN
INM00043136,17.6667,80.8833,54.0,,BHADRACHALAM,,,43136,,IN
INM00043137,17.25,80.15,112.0,,KHAMMAM,,,43137,,IN
INM00043147,17.35,82.55,35.0,,TUNI,,,43147,,IN
INM00043150,17.7,83.3,66.0,,CWC VISHAKHAPATNAM/WALTAIR,,,43150,,IN
INM00043153,16.3833,73.35,36.0,,DEVGARH,,,43153,,IN
INM00043161,16.8167,75.7167,594.0,,BIJAPUR,,,43161,,IN
INM00043168,16.75,78.0,505.0,,MAHABUBNAGAR,,,43168,,IN
INM00043169,16.2,77.35,400.0,,RAICHUR,,,43169,,IN
INM00043177,16.55,79.55,106.0,,RENTACHINTALA,,,43177,,IN
INM00043182,16.7833,80.2833,51.0,,NANDIGAMA,,,43182,,IN
INM00043184,16.8333,81.5833,13.0,,NIDADAVOLE,,,43184,,IN
INM00043185,16.2,81.15,3.0,,MACHILIPATNAM/FRANCHPET,,,43185,,IN
INM00043187,16.4333,81.7,4.0,,NARSAPUR,,,43187,,IN
INM00043193,15.8667,73.6333,16.0,,VENGURLA,,,43193,,IN
INM00043196,15.4167,73.7833,62.0,,MORMUGAO,,,43196,,IN
INM00043200,15.4833,74.9833,678.0,,DHARWAD,,,43200,,IN
INM00043205,15.15,76.85,449.0,,BELLARY,,,43205,,IN
INM00043207,11.5,79.7667,3.0,,PARANGIPETTAI,,,43207,,IN
INM00043225,14.7833,74.1333,4.0,,KARWAR,,,43225,,IN
